,cost,description,animal,property
7697,704.0,birds trapped behind wood panelling - london wildlife protection rep on scene  tl required,bird,house - single occupancy 
7698,352.0,kitten trapped behind/under fridge,cat,house - single occupancy 
7699,352.0,bird trapped in fishing wire in tree,bird,park 
7700,352.0,birds trapped in guttering - been sealed in after repair works to building   rspca officer on scene,bird,purpose built flats/maisonettes - up to 3 storeys 
7701,352.0,dog with leg trapped in drain,dog,cycle path/public footpath/bridleway 
7702,352.0,small animal rescue,unknown - domestic animal or pet,hedge
7703,352.0,cat with head stuck in bed frame,cat,converted flat/maisonette - up to 2 storeys 
7704,352.0,husky dog on first floor roof,dog,house - single occupancy 
7705,352.0,cat trapped by collar under car,cat,car 
7706,352.0,dog trapped in fence,dog,purpose built flats/maisonettes - up to 3 storeys 
7707,352.0,person locked in car,unknown - domestic animal or pet,car 
7708,352.0,bird stuck in chimney,bird,house - single occupancy 
7709,352.0,kitten in distress         in tree,cat,woodland/forest - conifers/softwood 
7710,352.0,kitten trapped inside sofa,cat,purpose built flats/maisonettes - up to 3 storeys 
7711,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7712,352.0,cat stuck behind dishwasher,cat,house - single occupancy 
7713,352.0,cat stuck in exhaust pipe,cat,car 
7714,704.0,bird impaled on spike on roof top - wildlife protection officer on scene *alp requested from scene*,bird,converted flat/maisonettes - 3 or more storeys
7715,352.0,dogs trapped in car,dog,car 
7716,352.0,small animal   trapped behind  fireplace,unknown - wild animal,house - single occupancy 
7717,352.0,cat hanging off roof of a four floor building,cat,converted flat/maisonettes - 3 or more storeys
7718,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7719,352.0,cat stuck in underneath car bonnet,cat,car 
7720,352.0,redacted,dog,road surface/pavement 
7721,352.0,cat trapped in communal bin,cat,common external bin storage area
7722,352.0,running call to pigeon stuck in netting,bird,animal harm outdoors
7723,352.0,seagull trapped in wire - car park behind jack dash house      caller was from armory tower,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7724,352.0,bird trapped behind fire place,bird,house - single occupancy 
7725,704.0,fox stuck on roof,fox,house - single occupancy 
7726,352.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7727,352.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7728,352.0,redacted,bird,church/chapel 
7729,352.0,cat physically trapped in guttering below the third floor,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7730,352.0,cat stuck under  under sink  unit   wedged between unit and dishwasher,cat,house - single occupancy 
7731,1408.0,redacted,fox,river/canal 
7732,352.0,pigeon trapped in netting-in car park,bird,pub/wine bar/bar 
7733,1056.0,swan trapped in wire  -  called by walkers sign post says erith marshes     they said the pumping st,bird,scrub land 
7734,352.0,small animal rescue,bird,self contained sheltered housing 
7735,352.0,dog on canopy roof,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7736,704.0,small animal rescue  - pigeon trapped in tree by string   - aerial requested from scene   caller tri,bird,park 
7737,352.0,small animal rescue  kitten trapped between walls and bath,cat,house - single occupancy 
7738,352.0,redacted,bird,road surface/pavement 
7739,352.0,cat stuck in tree - caller can see the leg is trapped and the cat cannot get itself free,cat,house - single occupancy 
7740,704.0,cat trapped in chimney,cat,converted flat/maisonettes - 3 or more storeys
7741,352.0,small animal rescue,unknown - wild animal,purpose built flats/maisonettes - 4 to 9 storeys 
7742,352.0,bird in wall cavity,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7743,352.0,bird trapped in netting,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7744,352.0,cat trapped behind fence,cat,domestic garden (vegetation not equipment) 
7745,352.0,dog hanging out of window   in precarious position,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7746,352.0,bird trapped in chimney,bird,house - single occupancy 
7747,352.0,kitten trapped in void under stairs,cat,house - single occupancy 
7748,352.0,bird trapped between roof and gutter  - bird in distress,bird,converted flat/maisonette - up to 2 storeys 
7749,352.0,cat stuck on ledge,cat,purpose built flats/maisonettes - up to 3 storeys 
7750,352.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
7751,352.0,assist rspca - fox stuck on rocks in middle of river,fox,river/canal 
7752,352.0,bird with  leg trapped in guttering - rspca on scene,bird,house - single occupancy 
7753,352.0,redacted,unknown - heavy livestock animal,"grassland, pasture, grazing etc "
7754,352.0,budgie trapped behind cabinets,budgie,restaurant/cafe
7755,352.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
7756,1760.0,small animal rescue  cat trapped under shower,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7757,352.0,cat trapped in between walls,cat,purpose built flats/maisonettes - up to 3 storeys 
7758,352.0,cat trapped on roof,cat,house - single occupancy 
7759,352.0,fox cub trapped in concrete post,fox,domestic garden (vegetation not equipment) 
7760,352.0,cat stuck on roof,cat,converted flat/maisonettes - 3 or more storeys
7761,352.0,bird trapped in netting  requested by london wildlife protection   rep in attendance,bird,bridge
7762,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7763,352.0,bird trapped in netting,bird,bridge
7764,352.0,cat stuck on the roof,cat,purpose built flats/maisonettes - up to 3 storeys 
7765,352.0,crow trapped in netting,bird,library 
7766,352.0,kitten trapped under kitchen cupboard,cat,purpose built flats/maisonettes - up to 3 storeys 
7767,352.0,redacted,unknown - wild animal,converted flat/maisonette - up to 2 storeys 
7769,352.0,baby pigeons with broken legs on scaffolding    wildlife charity on scene,bird,house - single occupancy 
7770,1056.0,fox with head trapped along side of property,fox,fence
7771,352.0,cat stuck behind shed,cat,purpose built flats/maisonettes - up to 3 storeys 
7772,352.0,redacted,cat,restaurant/cafe
7773,352.0,bird trapped in access shaft,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7774,704.0,redacted,cat,tree scrub 
7775,352.0,cat trapped behind fitted wardrobe    call challenged,cat,house - single occupancy 
7776,352.0,dog trapped in hole      caller will meet by the toby carvery entrance,dog,scrub land 
7777,352.0,deer with head stuck in railings  near the basketball court and lake,deer,animal harm outdoors
7778,352.0,bird trapped in wire around chimney,bird,house - single occupancy 
7779,704.0,redacted,cat,van 
7780,352.0,ducklings on top of glass roof - one storey high - swan sanctuary rep in attendance,bird,local government office
7781,704.0,falcon stuck on roof aerial by foot strap  -  tl requested from scene,bird,house - single occupancy 
7782,352.0,cat stuck between fence and wall             been stuck since last night,cat,house - single occupancy 
7783,352.0,cat stuck underneath steering wheel,cat,car 
7784,352.0,bird trapped in netting four floors up,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7785,352.0,small animal rescue  cat fallen out of window now trapped in basement area,cat,purpose built flats/maisonettes - up to 3 storeys 
7786,352.0,bird trapped in netting under the bridge,bird,bridge
7787,352.0,cat stuck up tree - has been there for two days and cannot get down now in distress,cat,cycle path/public footpath/bridleway 
7788,352.0,"cat trapped on roof     caller says cat cant move on smooth tiles, cat is slipping",cat,converted flat/maisonettes - 3 or more storeys
7789,352.0,small animal rescue  cat believed trapped on roof,cat,house - single occupancy 
7790,352.0,puppy stuck in chair,dog,house - single occupancy 
7791,352.0,cat in guttering,cat,house - single occupancy 
7792,352.0,cat trapped in kitchen beneath units,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7793,352.0,dog trapped - fallen from height,dog,purpose built flats/maisonettes - up to 3 storeys 
7794,352.0,assist rspca in gaining entry,unknown - domestic animal or pet,house - single occupancy 
7795,352.0,fox caught in fence nr dustbin depot,fox,railings
7796,352.0,cat fallen onto third floor ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7797,352.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
7798,352.0,pidgeon trapped in netting   caller remaining on scene to direct,bird,bridge
7799,352.0,bird trapped in netting,bird,purpose built flats/maisonettes - 10 or more storeys 
7800,704.0,cat trapped in car engine,cat,car 
7801,352.0,dog trapped underground in woods    caller will meet you at the end of holmwood avenue,dog,scrub land 
7802,704.0,kittens stuck at rear of property down under staircase beside wall filling up with water  - crews ca,cat,single shop 
7803,352.0,small animal rescue - dog trapped in water caught in weeds and netting   between sports ground and t,dog,canal/riverbank vegetation 
7804,352.0,animal rescue small    cat trapped in barbed wire. owner on scene. you will be met at the above addr,cat,park 
7805,704.0,animal rescue small    cat trapped - fallen from balcony,cat,purpose built flats/maisonettes - up to 3 storeys 
7806,352.0,puppy with paw trapped in metal table,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7807,352.0,impaled bird    j/o great cumberland place - bird is alive and distressed,bird,other outdoor structures 
7808,352.0,redacted,cat,electricity power station 
7809,352.0,animal rescue small    kitten trapped behind cupboard,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7810,704.0,kitten trapped in tree    rspca in attendance,cat,domestic garden (vegetation not equipment) 
7811,352.0,cat in distress stuck on a ledge on the first floor  - caller is a neighbour who will meet the briga,cat,house - single occupancy 
7812,352.0,bird trapped in wire   next to pub on grove lane side,bird,road surface/pavement 
7813,352.0,dog trapped behind shed,dog,house - single occupancy 
7814,352.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
7815,352.0,kitten trapped under wheel arch,cat,underground car park
7816,352.0,dog trapped in drain - owner unable to retrieve dog,dog,house - single occupancy 
7817,352.0,small deer stuck between brick wall and garage wall    rspca in attendance,deer,private garden shed 
7818,352.0,bird trapped in mesh by guttering,bird,animal harm outdoors
7819,352.0,redacted,cat,tree scrub 
7820,352.0,kitten stuck on the roof    no access to get her down,cat,house - single occupancy 
7821,352.0,bird trapped in chimney,bird,house - single occupancy 
7822,352.0,redacted,dog,woodland/forest - broadleaf/hardwood 
7823,352.0,cat stuck on roof for several days - call from rspca but have no one to attend,cat,house - single occupancy 
7824,352.0,dog in reservoir,dog,lake/pond/reservoir 
7825,704.0,fox is trapped in mud on foreshore,fox,beach 
7826,352.0,redacted,dog,car 
7827,704.0,fox trapped in manhole,fox,other outdoor location 
7828,352.0,fox in garden hanging from garden net- fox project rep  in attendance but need to gain access,fox,domestic garden (vegetation not equipment) 
7829,352.0,squirrel stuck in chimney,squirrel,licensed house in multiple occupation - up to 2 storeys 
7830,352.0,redacted,cat,woodland/forest - conifers/softwood 
7831,352.0,kitten trapped behind kitchen units,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7832,352.0,kittens head trapped in hole,cat,purpose built flats/maisonettes - up to 3 storeys 
7833,352.0,baby locked in toilet,unknown - domestic animal or pet,purpose built flats/maisonettes - up to 3 storeys 
7834,352.0,cat stuck inside car engine,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7835,352.0,dog dangling from balcony    third floor,dog,converted flat/maisonettes - 3 or more storeys
7836,352.0,bird trapped in gutter - caller from vets opposite,bird,house - single occupancy 
7837,352.0,fox trapped in marina,fox,river/canal 
7838,352.0,cat trapped under decking,cat,house - single occupancy 
7839,352.0,parakeet stuck in mesh at top of window,unknown - wild animal,purpose built flats/maisonettes - up to 3 storeys 
7840,352.0,cat trapped in engine of car,cat,animal harm outdoors
7841,352.0,redacted,cat,domestic garden (vegetation not equipment) 
7842,352.0,fox trapped in fence at rear of venisons,fox,restaurant/cafe
7843,352.0,assist police in gaining access to puppy on balcony,dog,purpose built flats/maisonettes - up to 3 storeys 
7844,352.0,cow stuck in river behind flour mill river lea,cow,river/canal 
7845,352.0,pigeon trapped in netting,bird,bridge
7846,352.0,pigeon trapped in netting at rear of building - requested by rspca who are not attending,bird,bingo hall 
7847,352.0,cat trapped in engine bay of tow truck,cat,van 
7848,352.0,redacted,dog,canal/riverbank vegetation 
7849,352.0,deer trapped in washing line,deer,purpose built flats/maisonettes - up to 3 storeys 
7850,352.0,fox with leg trapped in fencing,fox,house - single occupancy 
7851,1056.0,cat trapped under floorboards,cat,house - single occupancy 
7852,352.0,bird trapped in netting above starbucks - wildlife volunteer in attendance,bird,restaurant/cafe
